external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
SUCLA2P1	ENST00000422122	
RANP1	ENST00000445316	
HLA-E	ENST00000383597	
LINC02569	ENST00000450556	
GNL1	ENST00000383596	
PRR3	ENST00000383592	
ABCF1	ENST00000400609	
PPP1R10	ENST00000383586	
MRPS18B	ENST00000400594	
ATAT1	ENST00000480981	
PTMAP1	ENST00000442851	
C6orf136	ENST00000383581	
DHX16	ENST00000383577	
PPP1R18	ENST00000400554	
NRM	ENST00000383571	
RPL7P4	ENST00000412592	
MDC1	ENST00000383566	
MDC1-AS1	ENST00000420050	
TUBB	ENST00000400530	
FLOT1	ENST00000496175	
Y_RNA	ENST00000585173	
IER3	ENST00000400509	
Metazoa_SRP	ENST00000585032	
HCG20	ENST00000437931	
AL773551.1	ENST00000400508	
LINC02570	ENST00000444875	
7SK	ENST00000581358	
DDR1-DT	ENST00000437716	
DDR1	ENST00000400492	
GTF2H4	ENST00000376326	
AL773541.1	ENST00000475673	
VARS2	ENST00000433908	
SFTA2	ENST00000383539	
Y_RNA	ENST00000583459	
MUCL3	ENST00000547331	
HCG21	ENST00000423013	
MUC21	ENST00000551904	
AL805909.1	ENST00000622557	
HCG22	ENST00000423997	
U6	ENST00000582932	
C6orf15	ENST00000383532	
PSORS1C1	ENST00000376289	
CDSN	ENST00000383531	
PSORS1C2	ENST00000383530	
POLR2LP1	ENST00000448487	
CCHCR1	ENST00000383527	
TCF19	ENST00000400401	
POU5F1	ENST00000383524	
PSORS1C3	ENST00000425066	
HCG27	ENST00000407772	
AL845458.1	ENST00000413624	
HLA-C	ENST00000400394	
HLA-B	ENST00000466304	
USP8P1	ENST00000430926	
RPL3P2	ENST00000445022	
WASF5P	ENST00000438744	
AL845443.1	ENST00000445527	
DHFRP2	ENST00000422710	
U6	ENST00000581846	
AL845443.2	ENST00000454711	
ZDHHC20P2	ENST00000423129	
HLA-S	ENST00000419729	
MICA	ENST00000400322	
Y_RNA	ENST00000581456	
Y_RNA	ENST00000582440	
MICB	ENST00000400313	
PPIAP9	ENST00000418291	
RPL15P4	ENST00000457032	
MCCD1	ENST00000383512	
DDX39B	ENST00000383508	
SNORD117	ENST00000584949	
SNORD84	ENST00000583430	
DDX39B-AS1	ENST00000413390	
ATP6V1G2	ENST00000452453	
NFKBIL1	ENST00000400279	
LTA	ENST00000400272	
TNF	ENST00000383496	
LTB	ENST00000383493	
LST1	ENST00000448441	
NCR3	ENST00000383478	
UQCRHP1	ENST00000428844	
AIF1	ENST00000383474	
PRRC2A	ENST00000486537	
SNORA38	ENST00000581839	
BAG6	ENST00000437959	
APOM	ENST00000400157	
C6orf47	ENST00000366432	
C6orf47-AS1	ENST00000419186	
GPANK1	ENST00000400139	
Y_RNA	ENST00000583872	
CSNK2B	ENST00000383431	
LY6G5B	ENST00000383429	
LY6G5C	ENST00000449562	
ABHD16A	ENST00000548592	
LY6G6F	ENST00000383420	
LY6G6D	ENST00000400084	
LY6G6E	ENST00000548716	
MPIG6B	ENST00000383412	
LY6G6C	ENST00000383413	
DDAH2	ENST00000483514	
CLIC1	ENST00000400058	
MSH5	ENST00000445511	
U6	ENST00000583133	
VARS1	ENST00000424974	
LSM2	ENST00000383391	
HSPA1L	ENST00000383390	
HSPA1A	ENST00000400040	
HSPA1B	ENST00000391555	
SNHG32	ENST00000400034	
SNORD48	ENST00000583032	
SNORD52	ENST00000579069	
NEU1	ENST00000229725	
CYP21A2	ENST00000383322	
SLC44A4	ENST00000549677	
EHMT2	ENST00000383373	
AL844853.1	ENST00000454059	
C2	ENST00000615801	
ZBTB12	ENST00000375525	
C4B-AS1	ENST00000428890	
CFB	ENST00000399981	
NELFE	ENST00000383343	
SKIV2L	ENST00000473773	
DXO	ENST00000399936	
STK19	ENST00000497879	
AL844853.2	ENST00000519915	
C4A	ENST00000383325	
C4A-AS1	ENST00000418856	
TNXB	ENST00000550539	
5S_rRNA	ENST00000579922	
PRRT1	ENST00000383309	
PPT2	ENST00000494953	
AL845464.1	ENST00000459812	
EGFL8	ENST00000443511	
AGPAT1	ENST00000383294	
RNF5	ENST00000432616	
AGER	ENST00000451115	
PBX2	ENST00000383270	
GPSM3	ENST00000481251	
NOTCH4	ENST00000383264	
TSBP1	ENST00000399749	
HNRNPA1P2	ENST00000436809	
U6	ENST00000582197	
TSBP1-AS1	ENST00000444345	
BTNL2	ENST00000422056	
HLA-DRA	ENST00000383259	
HLA-DRB9	ENST00000426986	
U1	ENST00000580213	
HLA-DRB3	ENST00000307137	
U1	ENST00000582426	
HLA-DRB2	ENST00000419200	
U1	ENST00000581688	
HLA-DRB1	ENST00000328980	
HLA-DQA1	ENST00000383251	
HLA-DQB1	ENST00000383247	
HLA-DQB1-AS1	ENST00000424935	
AL935026.1	ENST00000444899	
MTCO3P1	ENST00000424637	
AL773543.1	ENST00000428143	
HLA-DQB3	ENST00000453986	
HLA-DQA2	ENST00000446482	
HLA-DQB2	ENST00000399661	
TAP2	ENST00000383240	
PSMB8	ENST00000383238	
PSMB8-AS1	ENST00000457136	
PSMB9	ENST00000399607	
TAP1	ENST00000383235	
PPP1R2P1	ENST00000443048	
HLA-Z	ENST00000445188	
HLA-DMB	ENST00000463532	
HLA-DMA	ENST00000479292	
BRD2	ENST00000470079	
AL935042.1	ENST00000440045	
HLA-DOA	ENST00000383226	
HLA-DPA1	ENST00000383224	
HLA-DPB1	ENST00000399491	
RPL32P1	ENST00000414966	
HLA-DPA2	ENST00000438900	
COL11A2P1	ENST00000427206	
HLA-DPB2	ENST00000485953	
HLA-DPA3	ENST00000445801	
HCG24	ENST00000457603	
COL11A2	ENST00000383219	
RXRB	ENST00000383217	
Y_RNA	ENST00000481041	
SLC39A7	ENST00000383214	
HSD17B8	ENST00000230236	
RING1	ENST00000383212	
ZNF70P1	ENST00000420486	
HTATSF1P1	ENST00000455641	
HCG25	ENST00000450532	
VPS52	ENST00000383210	
RPS18	ENST00000477055	
B3GALT4	ENST00000383209	
WDR46	ENST00000383208	
PFDN6	ENST00000482292	
RGL2	ENST00000383204	
TAPBP	ENST00000383198	
ZBTB22	ENST00000383196	
DAXX	ENST00000399344	
MYL8P	ENST00000453205	
LYPLA2P1	ENST00000442624	
RPL35AP4	ENST00000433823	
KIFC1	ENST00000374523	
RPL12P1	ENST00000439896	
PHF1	ENST00000442136	
RPSAP2	ENST00000507015	
NOP56P1	ENST00000513934	
BX119924.1	ENST00000418168	
LINC01623	ENST00000411600	
RPL13P	ENST00000431236	
ZNF90P2	ENST00000422651	
HCG14	ENST00000412400	
TRIM27	ENST00000452265	
U6	ENST00000584269	
LINC01556	ENST00000438403	
KRT18P1	ENST00000454169	
Metazoa_SRP	ENST00000584690	
HCG15	ENST00000458724	
BX248109.1	ENST00000428511	
ZNF311	ENST00000458265	
OR2AD1P	ENST00000419907	
OR2W1	ENST00000411447	
BX248413.1	ENST00000611283	
OR2P1P	ENST00000427909	
SAR1AP1	ENST00000426795	
OR2B3	ENST00000415976	
OR2J1	ENST00000446088	
OR2J3	ENST00000418630	
BX248093.2	ENST00000432016	
BX248093.1	ENST00000439469	
OR2J2	ENST00000415857	
OR2J4P	ENST00000445456	
BX248084.1	ENST00000433320	
BX248084.2	ENST00000419230	
OR2G1P	ENST00000433090	
OR2U1P	ENST00000436781	
OR2U2P	ENST00000412258	
BX005432.1	ENST00000429342	
OR14J1	ENST00000421489	
DDX6P1	ENST00000421811	
OR5V1	ENST00000421859	
OR12D3	ENST00000502578	
OR12D2	ENST00000432767	
OR12D1	ENST00000503083	
OR11A1	ENST00000418560	
OR10C1	ENST00000428644	
OR2H1	ENST00000439879	
UBDP1	ENST00000411984	
MAS1LP1	ENST00000434696	
MAS1L	ENST00000451019	
RPS17P1	ENST00000446696	
LINC02829	ENST00000455823	
LINC01015	ENST00000444360	
GPR53P	ENST00000416813	
SUMO2P1	ENST00000418008	
MOG	ENST00000553111	
ZFP57	ENST00000446005	
ZDHHC20P1	ENST00000420872	
HLA-F	ENST00000430472	
BX005428.2	ENST00000427673	
HLA-F-AS1	ENST00000440776	
RPL23AP1	ENST00000458419	
MICE	ENST00000509653	
BX005428.1	ENST00000443991	
IFITM4P	ENST00000439894	
HLA-V	ENST00000429556	
HCG4	ENST00000422598	
HLA-P	ENST00000414067	
RPL7AP7	ENST00000437448	
MICG	ENST00000437209	
HLA-G	ENST00000434881	
HCG4P8	ENST00000440795	
BX247949.1	ENST00000453644	
BX284699.1	ENST00000415450	
HLA-H	ENST00000450024	
HLA-T	ENST00000435329	
DDX39BP1	ENST00000454847	
MCCD1P1	ENST00000422512	
HCG4B	ENST00000413313	
HLA-K	ENST00000428988	
HLA-U	ENST00000415983	
HLA-A	ENST00000552493	
BX005091.1	ENST00000450479	
HLA-W	ENST00000431711	
MICD	ENST00000420932	
HCG9	ENST00000412026	
DDX39BP2	ENST00000431333	
MCCD1P2	ENST00000450615	
ZNRD1ASP	ENST00000453611	
BX005091.2	ENST00000418496	
HLA-J	ENST00000494425	
ETF1P1	ENST00000436392	
BX088647.2	ENST00000621848	
BX088647.1	ENST00000613875	
ZNRD1	ENST00000417275	
BX088647.3	ENST00000611811	
PPP1R11	ENST00000437171	
RNF39	ENST00000420562	
TRIM31	ENST00000445679	
TRIM31-AS1	ENST00000450887	
BX005441.1	ENST00000581572	
TRIM40	ENST00000430485	
TRIM10	ENST00000448645	
TRIM15	ENST00000546888	
TRIM26	ENST00000423901	
PAIP1P1	ENST00000448524	
HCG17	ENST00000448760	
TRIM26BP	ENST00000432779	
HLA-L	ENST00000470222	
HCG18	ENST00000432895	
TRIM39	ENST00000429069	
RPP21	ENST00000552257	
HLA-N	ENST00000434953	
BX294158.1	ENST00000428544	
UBQLN1P1	ENST00000428186	
MICC	ENST00000439579	
TMPOP1	ENST00000413126	
SUCLA2P1	ENST00000418962	
RANP1	ENST00000445266	
HLA-E	ENST00000427936	
LINC02569	ENST00000436737	
GNL1	ENST00000417834	
PRR3	ENST00000453232	
ABCF1	ENST00000423247	
PPP1R10	ENST00000429597	
MRPS18B	ENST00000412451	
ATAT1	ENST00000462795	
PTMAP1	ENST00000457022	
C6orf136	ENST00000411654	
DHX16	ENST00000421095	
PPP1R18	ENST00000455026	
MDC1	ENST00000435664	
MDC1-AS1	ENST00000454162	
TUBB	ENST00000432462	
FLOT1	ENST00000444632	
Y_RNA	ENST00000585305	
IER3	ENST00000435856	
Metazoa_SRP	ENST00000580041	
HCG20	ENST00000417629	
BX571801.1	ENST00000427874	
BX248321.1	ENST00000618344	
HCG22	ENST00000617292	
U6	ENST00000584333	
TCF19	ENST00000446038	
POU5F1	ENST00000429314	
PSORS1C3	ENST00000414348	
HCG27	ENST00000416551	
BX088580.1	ENST00000437476	
HLA-C	ENST00000400341	
HLA-B	ENST00000639999	
USP8P1	ENST00000454254	
RPL3P2	ENST00000454216	
WASF5P	ENST00000456141	
BX248310.1	ENST00000445972	
DHFRP2	ENST00000420841	
U6	ENST00000583231	
BX248310.2	ENST00000447153	
ZDHHC20P2	ENST00000427014	
HLA-S	ENST00000416556	
MICA	ENST00000438928	
Y_RNA	ENST00000583561	
LINC01149	ENST00000449972	
HCP5	ENST00000423496	
Y_RNA	ENST00000579799	
MICB	ENST00000451789	
PPIAP9	ENST00000442288	
RPL15P4	ENST00000445480	
MCCD1	ENST00000422733	
BX248516.1	ENST00000453381	
DDX39B	ENST00000431360	
SNORD117	ENST00000582702	
SNORD84	ENST00000581604	
DDX39B-AS1	ENST00000454053	
ATP6V1G2	ENST00000467981	
NFKBIL1	ENST00000419623	
LTA	ENST00000426845	
TNF	ENST00000443707	
LTB	ENST00000421268	
LST1	ENST00000455655	
NCR3	ENST00000419086	
UQCRHP1	ENST00000456063	
AIF1	ENST00000440907	
PRRC2A	ENST00000430737	
SNORA38	ENST00000581480	
BAG6	ENST00000451932	
APOM	ENST00000425177	
C6orf47	ENST00000413113	
C6orf47-AS1	ENST00000456885	
GPANK1	ENST00000433880	
Y_RNA	ENST00000584417	
CSNK2B	ENST00000451917	
LY6G5B	ENST00000456439	
LY6G5C	ENST00000450798	
ABHD16A	ENST00000432617	
LY6G6F	ENST00000442105	
LY6G6F-LY6G6D	ENST00000414847	
LY6G6E	ENST00000548848	
LY6G6D	ENST00000434515	
MPIG6B	ENST00000428302	
LY6G6C	ENST00000448386	
DDAH2	ENST00000434464	
CLIC1	ENST00000451546	
U6	ENST00000579440	
MSH5-SAPCD1	ENST00000495073	
MSH5-SAPCD1	ENST00000548003	
SAPCD1	ENST00000449925	
VWA7	ENST00000430726	
VARS1	ENST00000425144	
Y_RNA	ENST00000580300	
NEU1	ENST00000411774	
SLC44A4	ENST00000553121	
EHMT2	ENST00000629838	
BX005460.1	ENST00000416010	
C2	ENST00000472803	
C4B-AS1	ENST00000429349	
CFB	ENST00000426239	
NELFE	ENST00000457397	
SKIV2L	ENST00000421789	
DXO	ENST00000419797	
STK19	ENST00000550656	
C4B_2	ENST00000435500	
BX679671.1	ENST00000455091	
CYP21A1P	ENST00000471769	
TNXA	ENST00000423417	
STK19B	ENST00000515073	
C4B	ENST00000375177	
C4A-AS1	ENST00000428125	
CYP21A2	ENST00000448314	
TNXB	ENST00000546684	
PRRT1	ENST00000452030	
PPT2	ENST00000525601	
EGFL8	ENST00000452189	
AGPAT1	ENST00000451833	
RNF5	ENST00000445885	
AGER	ENST00000550196	
PBX2	ENST00000433552	
GPSM3	ENST00000445326	
NOTCH4	ENST00000457094	
TSBP1	ENST00000612773	
HNRNPA1P2	ENST00000457180	
U6	ENST00000578062	
TSBP1-AS1	ENST00000428633	
BTNL2	ENST00000548253	
HLA-DRA	ENST00000411524	
HLA-DRB9	ENST00000441636	
BX120007.2	ENST00000439663	
U1	ENST00000578102	
BX120007.1	ENST00000430229	
U1	ENST00000581325	
HLA-DRB4	ENST00000411565	
U1	ENST00000578508	
HLA-DRB8	ENST00000436297	
U1	ENST00000583575	
BX649210.2	ENST00000443336	
BX649210.1	ENST00000440062	
HLA-DRB7	ENST00000422566	
FAM8A5P	ENST00000438040	
U1	ENST00000578081	
HLA-DRB1	ENST00000419393	
HLA-DQA1	ENST00000444296	
HLA-DQB1	ENST00000414518	
HLA-DQB1-AS1	ENST00000456485	
BX248406.2	ENST00000444989	
MTCO3P1	ENST00000416752	
BX248406.1	ENST00000418398	
HLA-DQB3	ENST00000430338	
HLA-DQA2	ENST00000415898	
HLA-DQB2	ENST00000430668	
HLA-DOB	ENST00000456406	
TAP2	ENST00000426977	
PSMB8	ENST00000435978	
PSMB8-AS1	ENST00000449128	
PSMB9	ENST00000423563	
TAP1	ENST00000428324	
PPP1R2P1	ENST00000452849	
HLA-Z	ENST00000432003	
HLA-DMB	ENST00000412948	
HLA-DMA	ENST00000466370	
BRD2	ENST00000549126	
BX664702.1	ENST00000426429	
HLA-DOA	ENST00000426685	
HLA-DPA1	ENST00000515317	
HLA-DPB1	ENST00000447674	
RPL32P1	ENST00000458462	
HLA-DPA2	ENST00000424900	
COL11A2P1	ENST00000441985	
HLA-DPB2	ENST00000461425	
HLA-DPA3	ENST00000427293	
COL11A2	ENST00000443138	
ZNF70P1	ENST00000420935	
HTATSF1P1	ENST00000436166	
HCG25	ENST00000440216	
VPS52	ENST00000428608	
RPS18	ENST00000482819	
DAXX	ENST00000414388	
RPL35AP4	ENST00000457414	
KIFC1	ENST00000448818	
RPL12P1	ENST00000448702	
PHF1	ENST00000454914	
CUTA	ENST00000464657	
SYNGAP1	ENST00000455687	
ZBTB9	ENST00000414934	
AC093627.12	ENST00000633991	
AC093627.13	ENST00000633439	
AC093614.2	ENST00000631873	
AC093614.1	ENST00000634153	
AC093627.9	ENST00000629470	
AC093627.8	ENST00000626971	
AC093627.10	ENST00000627072	
FAM20C	ENST00000630666	
ARMC10	ENST00000632917	
CRYZP1	ENST00000632184	
NAPEPLD	ENST00000632159	
AC216130.2	ENST00000631906	
RPL23AP95	ENST00000631738	
AC216130.1	ENST00000633647	
DPY19L2P2	ENST00000633207	
AGK	ENST00000575872	
AC004918.2	ENST00000570339	
DENND11	ENST00000575464	
WEE2-AS1	ENST00000573259	
WEE2	ENST00000574659	
U1	ENST00000572849	
SSBP1	ENST00000576311	
PTPRN2	ENST00000633583	
AC093627.11	ENST00000633877	
AC093627.15	ENST00000633281	
AC093627.19	ENST00000632621	
AC093627.17	ENST00000632003	
AC093627.20	ENST00000631588	
AC093627.16	ENST00000633514	
AC093627.21	ENST00000632714	
AC093627.14	ENST00000632651	
AC093627.18	ENST00000633718	
FAM20C	ENST00000633408	
DTX2	ENST00000632696	
UPK3B	ENST00000615976	
AC237298.1	ENST00000633479	
SPDYE16	ENST00000632150	
AC004980.5	ENST00000633152	
POMZP3	ENST00000619075	
AC004980.6	ENST00000632865	
AC004980.7	ENST00000633864	
MGAM	ENST00000632195	
MGAM2	ENST00000632823	
MOXD2P	ENST00000631723	
PRSS58	ENST00000621886	
TRY2P	ENST00000632640	
AC231381.1	ENST00000631464	
PRSS3P3	ENST00000631446	
TRBV1	ENST00000633270	
TRBV2	ENST00000632828	
TRBV3-1	ENST00000632422	
TRBV4-1	ENST00000632713	
TRBV5-1	ENST00000633384	
TRBV6-1	ENST00000631557	
TRBV7-1	ENST00000632308	
TRBV4-2	ENST00000632512	
TRBV6-2	ENST00000632016	
AC234635.2	ENST00000631925	
AC234635.3	ENST00000631427	
AC234635.1	ENST00000632148	
TRBV7-2	ENST00000631392	
TRBV8-1	ENST00000631927	
TRBV5-2	ENST00000633659	
TRBV6-4	ENST00000633472	
TRBV7-3	ENST00000631882	
TRBV8-2	ENST00000631668	
TRBV5-3	ENST00000634123	
TRBV9	ENST00000633328	
TRBV10-1	ENST00000632248	
TRBV11-1	ENST00000634176	
TRBV12-1	ENST00000633285	
TRBV10-2	ENST00000633575	
TRBV11-2	ENST00000632690	
TRBV12-2	ENST00000632533	
TRBV6-5	ENST00000633072	
TRBV7-4	ENST00000633313	
TRBV5-4	ENST00000633696	
TRBV6-6	ENST00000633963	
TRBV7-5	ENST00000633135	
TRBV5-5	ENST00000632187	
TRBV6-7	ENST00000631511	
TRBV7-6	ENST00000633265	
TRBV5-6	ENST00000632216	
TRBV6-8	ENST00000632425	
TRBV7-7	ENST00000631548	
TRBV5-7	ENST00000633790	
AC233282.2	ENST00000634093	
AC233282.1	ENST00000632560	
AC229888.1	ENST00000631639	
TRBV7-9	ENST00000632021	
TRBV13	ENST00000633796	
TRBV10-3	ENST00000631471	
TRBV11-3	ENST00000634111	
TRBV12-3	ENST00000633292	
TRBV12-4	ENST00000631824	
TRBV12-5	ENST00000632829	
TRBV14	ENST00000632432	
TRBV15	ENST00000631835	
TRBV16	ENST00000633244	
TRBV17	ENST00000631663	
TRBV18	ENST00000631559	
TRBV19	ENST00000632638	
TRBV20-1	ENST00000633466	
TRBV21-1	ENST00000633477	
TRBV22-1	ENST00000632597	
TRBV23-1	ENST00000633842	
TRBV24-1	ENST00000633092	
MTRNR2L6	ENST00000633925	
TRBV25-1	ENST00000610439	
TRBVA	ENST00000631937	
TRBV26	ENST00000631640	
TRBVB	ENST00000633734	
TRBV27	ENST00000633283	
TRBV28	ENST00000619125	
PGBD4P1	ENST00000632691	
TRBV29-1	ENST00000634198	
PRSS1	ENST00000622109	
PRSS3P1	ENST00000633817	
PRSS3P2	ENST00000634192	
AC239618.2	ENST00000632398	
PRSS2	ENST00000632112	
WBP1LP1	ENST00000633469	
TRBD1	ENST00000631435	
TRBJ1-1	ENST00000634213	
TRBJ1-2	ENST00000631745	
TRBJ1-3	ENST00000633936	
TRBJ1-4	ENST00000633891	
TRBJ1-5	ENST00000633507	
TRBJ1-6	ENST00000632228	
TRBC1	ENST00000632136	
TRBJ2-1	ENST00000631600	
TRBJ2-2	ENST00000633188	
TRBJ2-2P	ENST00000633209	
TRBJ2-3	ENST00000631840	
TRBJ2-4	ENST00000633836	
TRBJ2-5	ENST00000634149	
TRBJ2-6	ENST00000632996	
TRBJ2-7	ENST00000633660	
TRBC2	ENST00000622053	
TRBV30	ENST00000631690	
EPHB6	ENST00000632037	
TRPV6	ENST00000633318	
AC239618.1	ENST00000633539	
TRPV5	ENST00000633909	
LLCFC1	ENST00000632848	
KEL	ENST00000615381	
OR9A2	ENST00000619330	
OR9P1P	ENST00000634113	
OR6V1	ENST00000615548	
OR6W1P	ENST00000631583	
AC236756.1	ENST00000631812	
LILRP2	ENST00000640088	
KIR3DL3	ENST00000639067	
AC245128.34	ENST00000640202	
KIR2DL3	ENST00000638813	
CNTNAP2	ENST00000633607	
U3	ENST00000615323	
Metazoa_SRP	ENST00000618115	
AC083849.4	ENST00000632263	
AC083849.3	ENST00000633640	
AF067845.6	ENST00000633955	
AF067845.3	ENST00000632171	
AC131901.1	ENST00000633337	
AC131901.2	ENST00000632332	
DLGAP2	ENST00000633655	
DLGAP2-AS1	ENST00000632213	
LINC01606	ENST00000633554	
AC025674.4	ENST00000631525	
AC025674.3	ENST00000632995	
LINC00588	ENST00000632759	
U6	ENST00000622869	
LINC00824	ENST00000633038	
AC068570.1	ENST00000631893	
AC026950.1	ENST00000631798	
AC129915.1	ENST00000633678	
AC129915.2	ENST00000632382	
AF186192.5	ENST00000633049	
AF186192.6	ENST00000601863	
ZNF251	ENST00000612318	
AF186192.4	ENST00000631416	
FAM66B	ENST00000631191	
AF252830.1	ENST00000612347	
AF252830.2	ENST00000627078	
ZNF705G	ENST00000612855	
DEFB108C	ENST00000619909	
DEFB4B	ENST00000617136	
HSPD1P3	ENST00000632850	
DEFB103B	ENST00000613448	
SPAG11B	ENST00000619134	
DEFB104B	ENST00000616398	
DEFB106B	ENST00000621252	
DEFB105B	ENST00000611610	
DEFB107B	ENST00000615431	
PRR23D1	ENST00000610320	
FAM90A6P	ENST00000626687	
FAM90A7P	ENST00000626976	
FAM90A21P	ENST00000629503	
FAM90A22P	ENST00000629822	
FAM90A23P	ENST00000627994	
OR7E157P	ENST00000626455	
AC134684.2	ENST00000625305	
ZC3H3	ENST00000632165	
RN7SKP175	ENST00000615817	
GSDMD	ENST00000631751	
MROH6	ENST00000618551	
AC067930.7	ENST00000634097	
NAPRT	ENST00000621955	
AC067930.6	ENST00000633838	
EEF1D	ENST00000631698	
TIGD5	ENST00000321385	
PYCR3	ENST00000616663	
TSTA3	ENST00000633885	
ZNF623	ENST00000620499	
ZNF707	ENST00000611844	
LINC02878	ENST00000611604	
CCDC166	ENST00000533508	
AC105219.5	ENST00000631932	
MAPK15	ENST00000615253	
AC105219.6	ENST00000632350	
FAM83H	ENST00000612192	
FAM83H-AS1	ENST00000631655	
AC105219.4	ENST00000631795	
SCRIB	ENST00000633098	
AC100797.3	ENST00000632070	
ERICH1	ENST00000632053	
DLGAP2	ENST00000633950	
AC100797.2	ENST00000634082	
LY6E-DT	ENST00000632481	
LY6E	ENST00000619718	
C8orf31	ENST00000633738	
AK3P2	ENST00000632321	
AC236721.1	ENST00000633576	
LY6L	ENST00000631950	
LY6H	ENST00000615434	
DLGAP2	ENST00000620101	
DLGAP2-AS1	ENST00000632110	
LINC01300	ENST00000633884	
AC100803.7	ENST00000634197	
GPR20	ENST00000613887	
PTP4A3	ENST00000633621	
MROH5	ENST00000632233	
AC100803.6	ENST00000632649	
AC100803.5	ENST00000617393	
HNRNPA1P38	ENST00000632499	
AC120035.1	ENST00000632663	
AC242019.1	ENST00000631381	
DLGAP2-AS1	ENST00000631523	
DLGAP2	ENST00000633447	
AF188030.1	ENST00000631428	
CLN8	ENST00000619400	
AC100810.5	ENST00000632294	
AC100810.4	ENST00000631837	
KIR2DL4	ENST00000673457	
KIR3DS1	ENST00000647019	
AC245128.27	ENST00000639803	
ARHGEF10	ENST00000631758	
AC019257.4	ENST00000631726	
AC019257.6	ENST00000633124	
KBTBD11-OT1	ENST00000633457	
AC019257.3	ENST00000633548	
KBTBD11	ENST00000617214	
AC019257.5	ENST00000632365	
AC125453.1	ENST00000631990	
MYOM2	ENST00000616680	
AC022257.1	ENST00000631632	
AC133633.2	ENST00000632711	
AC133633.1	ENST00000632830	
AC104021.1	ENST00000633321	
AC246817.3	ENST00000632707	
AC246817.4	ENST00000631516	
AC246817.5	ENST00000634163	
ADAM9	ENST00000631491	
ADAM32	ENST00000634081	
RPL3P10	ENST00000631970	
AC245594.2	ENST00000632403	
AC245594.1	ENST00000633034	
ADAM18	ENST00000613609	
ADAM2	ENST00000620181	
AP005902.4	ENST00000633416	
AP005902.3	ENST00000631662	
RPL4P5	ENST00000571381	
AC208386.1	ENST00000628178	
APBA1	ENST00000617471	
AL355140.2	ENST00000615344	
MAMDC2	ENST00000617216	
MAMDC2-AS1	ENST00000610603	
AC212493.1	ENST00000611857	
U2	ENST00000614083	
AL451142.3	ENST00000621502	
AC215799.1	ENST00000613800	
GAPDHP26	ENST00000633843	
PLPPR1	ENST00000611695	
AL161631.2	ENST00000632943	
AL359893.3	ENST00000620104	
AC216089.2	ENST00000633599	
TRMT112P4	ENST00000633555	
AC216089.1	ENST00000633233	
BAAT	ENST00000621712	
FYTTD1P1	ENST00000633269	
KP420440.1	ENST00000646347	
KIR2DL5B	ENST00000671966	
KIR2DS3	ENST00000646148	
KP420440.4	ENST00000645403	
LINC00685	ENST00000628710	
PPP2R3B	ENST00000620224	
AL732314.3	ENST00000630937	
Metazoa_SRP	ENST00000618370	
AL732314.2	ENST00000631113	
FABP5P13	ENST00000626338	
KRT18P53	ENST00000625649	
TBX22	ENST00000619509	
PPP2R3B	ENST00000612937	
AL732314.1	ENST00000630895	
AL732314.5	ENST00000626560	
FABP5P13	ENST00000625346	
KRT18P53	ENST00000628961	
BX004987.1	ENST00000618686	
AC145212.1	ENST00000613230	
MAFIP	ENST00000400754	Tekt4
Y_RNA	ENST00000620032	
AC011841.1	ENST00000621382	
U2	ENST00000621409	
AC240274.1	ENST00000612721	
U1	ENST00000619109	
U1	ENST00000618083	
AC213203.2	ENST00000612315	
AC213203.1	ENST00000601199	
AC004556.3	ENST00000612848	Mrpl23
AC004556.1	ENST00000612801	Gm27483
AC004556.4	ENST00000617089	Gm27786
AC004556.2	ENST00000614351	
AC233755.2	ENST00000619729	
AC233755.1	ENST00000618003	
AC136352.4	ENST00000615005	
U6	ENST00000516246	
AC136352.3	ENST00000621137	Gm1123
AC136352.2	ENST00000614604	
U6	ENST00000613373	
AC171558.3	ENST00000612882	Olfr734
AC171558.1	ENST00000622674	Olfr732
AC171558.1	ENST00000622674	Olfr733
AC171558.4	ENST00000616048	
AC133551.1	ENST00000616638	
AC009091.1	ENST00000618201	
AC136612.1	ENST00000621028	
AC007908.1	ENST00000619806	
AC136616.1	ENST00000613216	Slc6a8
AC136616.3	ENST00000619130	
AC136616.2	ENST00000614110	
AC141272.1	ENST00000611746	
AC023491.2	ENST00000619792	
AC023491.1	ENST00000620795	
AL353644.1	ENST00000618675	
RNA5-8SN4	ENST00000616292	
AL353644.2	ENST00000615130	
5_8S_rRNA	ENST00000618998	
AC007325.3	ENST00000615362	
AC007325.1	ENST00000617983	
AC007325.4	ENST00000613204	Dgcr6
AC007325.2	ENST00000621424	Prodh
KIR2DP1	ENST00000638565	
KIR3DP1	ENST00000639747	
KIR3DL1	ENST00000639012	
KIR3DL2	ENST00000640913	
RNU6-222P	ENST00000640936	
KP420446.1	ENST00000672993	
KIR2DL4	ENST00000673425	
KIR2DS4	ENST00000673435	
AC245128.25	ENST00000638503	
LILRP2	ENST00000639357	
KIR2DL3	ENST00000640389	
KIR2DP1	ENST00000640864	
RNU6-222P	ENST00000640667	
KU645198.1	ENST00000673185	
KIR3DL2	ENST00000638665	
RNU6-222P	ENST00000638196	
FCAR	ENST00000639428	
AC245128.23	ENST00000638918	
KP420441.2	ENST00000647064	
KP420441.4	ENST00000643115	
